wavelength_nm,R_Optimal,R_TiO2-only_control,R_Plain_lime,R_Purdue_benchmark
480.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
485.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
490.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
495.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
500.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
505.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
510.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
515.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
520.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
525.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
530.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
535.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
540.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
545.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
550.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
555.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
560.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
565.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
570.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
575.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
580.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
585.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
590.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
595.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
600.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
605.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
610.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
615.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
620.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
625.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
630.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
635.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
640.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
645.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
650.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
655.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
660.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
665.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
670.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
675.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
680.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
